1564739641	26.5	42.2	1002.9
1564739762	26.5	42.2	1002.9
1564739882	26.5	42.2	1003.0
1564740002	26.5	42.2	1003.0
1564740122	26.5	42.2	1002.9
1564740242	26.5	42.1	1002.8
1564740361	26.5	42.0	1002.9
1564740482	26.6	42.1	1002.9
1564740602	26.5	42.0	1002.9
1564740722	26.5	41.9	1002.9
1564740842	26.6	42.0	1003.0
1564740961	26.6	42.0	1003.0
1564741082	26.6	42.0	1002.9
1564741202	26.6	41.9	1003.0
1564741322	26.6	41.9	1002.9
1564741442	26.7	41.8	1002.9
1564741562	26.7	41.6	1002.8
1564741681	26.8	41.7	1002.8
1564741801	26.8	41.5	1002.8
1564741922	26.8	41.5	1002.7
1564742042	26.8	41.4	1002.7
1564742162	26.8	41.6	1002.7
1564742282	26.8	41.6	1002.7
1564742402	26.8	41.6	1002.8
1564742521	26.8	41.7	1002.8
1564742641	26.8	41.7	1002.8
1564742762	26.8	41.7	1002.8
1564742882	26.8	41.6	1002.7
1564743002	26.8	41.6	1002.6
1564743122	26.8	41.6	1002.7
1564743242	26.8	41.5	1002.7
1564743362	26.8	41.5	1002.8
1564743482	26.8	41.5	1002.7
1564743602	26.8	41.5	1002.6
1564743722	26.8	41.5	1002.7
1564743842	26.8	41.5	1002.7
1564743961	26.8	41.5	1002.8
1564744081	26.8	41.6	1002.8
1564744201	26.8	41.6	1002.7
1564744322	26.8	41.6	1002.6
1564744442	26.8	41.6	1002.7
1564744562	26.8	41.7	1002.7
1564744682	26.8	41.6	1002.7
1564744802	26.8	41.6	1002.6
1564744922	26.8	41.6	1002.6
1564745042	26.8	41.6	1002.7
1564745162	26.8	41.6	1002.6
1564745282	26.8	41.6	1002.5
1564745401	26.9	41.7	1002.5
1564745522	26.9	41.7	1002.5
1564745642	26.9	41.5	1002.5
1564745761	26.9	41.5	1002.4
1564745881	26.9	41.5	1002.5
1564746001	26.9	41.5	1002.4
1564746122	26.9	41.4	1002.5
1564746242	27.0	41.4	1002.5
1564746362	26.9	41.4	1002.6
1564746482	26.9	41.5	1002.6
1564746601	26.9	41.5	1002.6
1564746721	26.9	41.6	1002.6
1564746842	27.0	41.5	1002.6
1564746962	26.9	41.5	1002.6
1564747082	27.0	41.5	1002.6
1564747202	27.1	41.2	1002.6
1564747322	27.2	41.1	1002.5
1564747442	27.2	41.1	1002.5
1564747562	27.2	40.9	1002.4
1564747682	27.3	40.8	1002.4
1564747802	27.4	40.7	1002.3
1564747922	27.4	40.7	1002.4
1564748042	27.4	40.6	1002.4
1564748162	27.5	40.6	1002.4
1564748282	27.5	40.6	1002.3
1564748402	27.5	40.5	1002.4
1564748521	27.5	40.4	1002.3
1564748641	27.5	40.5	1002.4
1564748762	27.4	40.8	1002.4
1564748882	27.4	40.8	1002.4
1564749001	27.3	40.9	1002.4
1564749122	27.4	41.0	1002.4
1564749242	27.3	40.9	1002.5
1564749362	27.3	41.0	1002.7
1564749482	27.3	41.1	1002.7
1564749602	27.2	41.2	1003.1
1564749721	27.3	41.2	1003.0
1564749841	27.3	41.2	1002.9
1564749962	27.2	41.1	1003.1
1564750082	27.2	41.2	1003.2
1564750202	27.2	41.2	1003.3
1564750322	27.2	41.4	1003.3
1564750442	27.2	41.4	1003.5
1564750561	27.2	41.6	1003.5
1564750682	27.2	41.6	1003.5
1564750802	27.2	41.8	1003.5
1564750921	27.2	41.7	1003.5
1564751041	27.2	42.0	1003.5
1564751162	27.2	42.1	1003.5
1564751282	27.2	42.8	1003.5
1564751402	27.2	43.4	1003.5
1564751522	27.2	43.4	1003.5
1564751642	27.2	43.6	1003.5
1564751762	27.2	43.5	1003.5
1564751882	27.3	43.7	1003.4
1564752001	27.3	43.1	1003.3
1564752122	27.3	43.6	1003.4
1564752242	27.3	43.9	1003.4
1564752362	27.3	44.1	1003.1
1564752482	27.3	44.0	1003.2
1564752602	27.3	44.1	1003.1
1564752722	27.3	43.5	1003.1
1564752842	27.3	44.3	1003.2
1564752962	27.4	44.6	1003.1
1564753082	27.3	44.4	1003.1
1564753202	27.4	44.6	1003.0
1564753321	27.3	44.8	1003.0
1564753441	27.4	44.8	1003.0
1564753562	27.4	44.9	1003.0
1564753682	27.4	44.4	1003.1
1564753802	27.4	46.0	1003.0
1564753922	27.2	47.0	1003.0
1564754042	27.0	47.2	1002.9
1564754161	26.9	47.7	1003.0
1564754281	26.9	48.3	1002.8
1564754402	26.9	49.1	1002.9
1564754522	26.8	49.0	1002.7
1564754642	27.0	48.9	1002.8
1564754762	26.9	49.9	1002.7
1564754882	26.9	49.9	1002.7
1564755002	26.9	49.9	1002.7
1564755122	26.9	50.2	1002.8
1564755242	26.9	50.4	1002.6
1564755362	26.8	50.9	1002.6
1564755482	26.9	50.3	1002.6
1564755602	26.9	50.1	1002.7
1564755721	26.9	50.1	1002.6
1564755841	26.8	50.2	1002.7
1564755962	26.8	50.2	1002.8
1564756082	27.0	49.7	1002.8
1564756202	27.1	49.1	1002.8
1564756322	27.1	49.1	1002.7
1564756442	27.2	48.8	1002.7
1564756561	27.2	49.0	1002.8
1564756682	27.3	48.8	1002.8
1564756802	27.2	48.8	1002.8
1564756922	27.3	48.9	1002.8
1564757042	27.3	49.0	1002.8
1564757162	27.3	48.6	1002.7
1564757282	27.3	48.7	1002.5
1564757401	27.3	49.0	1002.6
1564757521	27.3	48.9	1002.7
1564757642	27.3	49.2	1002.5
1564757762	27.3	48.9	1002.5
1564757882	27.3	48.8	1002.5
1564758002	27.4	48.7	1002.5
1564758121	27.4	48.7	1002.4
1564758242	27.4	48.6	1002.4
1564758362	27.4	48.3	1002.3
1564758482	27.5	48.0	1002.3
1564758602	27.4	49.1	1002.4
1564758722	27.3	48.7	1002.3
1564758842	27.3	48.7	1002.3
1564758961	27.3	48.6	1002.2
1564759081	27.2	47.5	1002.2
1564759202	27.3	47.6	1002.2
1564759322	27.3	47.8	1002.1
1564759442	27.4	47.5	1002.0
1564759562	27.4	47.1	1002.2
1564759682	27.4	47.1	1002.0
1564759801	27.3	47.0	1002.1
1564759921	27.3	46.9	1002.0
1564760041	27.3	46.5	1002.1
1564760162	27.2	46.5	1002.1
1564760282	27.3	46.5	1002.0
1564760402	27.3	46.8	1002.1
1564760522	27.3	47.0	1002.1
1564760642	27.3	47.6	1002.0
1564760762	27.3	47.8	1002.0
1564760881	27.2	47.7	1002.0
1564761002	27.2	47.7	1001.9
1564761122	27.2	47.7	1001.9
1564761242	27.2	47.5	1001.7
1564761362	27.3	47.3	1001.7
1564761482	27.4	47.1	1001.7
1564761601	27.5	46.9	1001.7
1564761721	27.5	46.9	1001.6
1564761842	27.5	46.8	1001.7
1564761962	27.4	46.9	1001.7
1564762082	27.5	46.6	1001.6
1564762202	27.5	46.5	1001.6
1564762322	27.5	46.4	1001.5
1564762442	27.6	45.8	1001.6
1564762561	27.6	45.4	1001.5
1564762681	27.6	45.2	1001.6
1564762802	27.6	44.9	1001.5
1564762922	27.6	44.7	1001.4
1564763042	27.7	44.6	1001.5
1564763162	27.7	43.7	1001.4
1564763282	27.7	43.9	1001.3
1564763401	27.7	43.4	1001.5
1564763522	27.7	43.4	1001.4
1564763642	27.8	43.5	1001.4
1564763762	27.9	43.0	1001.6
1564763882	27.9	43.3	1001.4
1564764002	27.9	44.0	1001.4
1564764122	27.9	43.0	1001.5
1564764241	27.9	44.3	1001.4
1564764362	27.9	44.1	1001.4
1564764482	27.8	44.2	1001.3
1564764602	27.8	44.0	1001.4
1564764722	27.8	44.0	1001.4
1564764842	27.8	44.0	1001.2
1564764961	27.8	44.0	1001.4
1564765081	27.8	44.1	1001.4
1564765202	27.7	44.2	1001.3
1564765322	27.7	44.2	1001.5
1564765442	27.7	44.1	1001.3
1564765561	27.7	44.1	1001.4
1564765681	27.7	44.0	1001.5
1564765802	27.7	44.0	1001.5
1564765922	27.7	44.0	1001.5
1564766042	27.7	43.9	1001.5
1564766162	27.7	43.9	1001.4
1564766282	27.7	43.8	1001.5
1564766402	27.7	43.8	1001.3
1564766521	27.7	43.9	1001.5
1564766641	27.7	43.8	1001.4
1564766762	27.6	43.8	1001.4
1564766882	27.7	43.8	1001.4
1564767002	27.6	43.7	1001.5
1564767122	27.6	43.7	1001.5
1564767242	27.6	43.8	1001.6
1564767362	27.6	43.8	1001.6
1564767482	27.6	43.7	1001.6
1564767602	27.6	43.8	1001.5
1564767721	27.6	43.7	1001.5
1564767842	27.6	43.7	1001.4
1564767962	27.6	43.6	1001.4
1564768082	27.7	43.6	1001.5
1564768202	27.7	43.5	1001.4
1564768322	27.6	43.5	1001.4
1564768441	27.6	43.5	1001.5
1564768561	27.6	43.5	1001.5
1564768682	27.6	43.5	1001.5
1564768802	27.6	43.5	1001.5
1564768922	27.6	43.5	1001.6
1564769041	27.6	43.5	1001.5
1564769162	27.6	43.5	1001.6
1564769282	27.6	43.5	1001.5
1564769402	27.6	43.6	1001.6
1564769521	27.6	43.6	1001.6
1564769641	27.6	43.6	1001.7
1564769762	27.5	43.5	1001.7
1564769882	27.6	43.6	1001.6
1564770002	27.5	43.6	1001.7
1564770122	27.5	43.6	1001.8
1564770242	27.5	43.6	1001.8
1564770362	27.5	43.7	1001.7
1564770482	27.5	43.7	1001.7
1564770601	27.5	43.6	1001.8
1564770721	27.5	43.6	1001.8
1564770842	27.5	43.6	1001.8
1564770962	27.5	43.6	1001.8
1564771082	27.5	43.7	1001.7
